Year,d15N
1980.0,1.84876035937705
1980.0,1.3244272665961299
1980.0,0.0967662487045832
1980.0,2.19520794785245
1980.0,2.4797580561746297
1980.0,2.6834759456394397
1980.0,1.70649571386605
1980.0,3.3302869731209
1980.0,-0.578973599780145
1980.0,3.0224773370091405
1980.0,2.6058037993205203
1980.0,2.5408037993205204
1980.0,2.41592540647206
1980.0,-2.61284070337641
1980.0,-0.253006284514809
1980.0,3.39473748852441
1980.0,5.08078902665929
1980.0,0.24199931010213396
1980.0,-2.84126848087889
1981.0,1.32876035937705
1981.0,-0.791809564444431
1981.0,3.74876624870458
1981.0,3.34709271101596
1981.0,-0.836676815311071
1981.0,-4.54243853642686
1981.0,4.05976680568271
1981.0,3.56916116464777
1981.0,-0.0190647247061763
1981.0,2.49278757011425
1981.0,-2.8476287154252304
1981.0,2.68190717637213
1982.0,1.6587603593770501
1982.0,10.881575413701801
1982.0,2.53916116464777
1982.0,2.72764669379674
1982.0,1.3897389266463798
1982.0,-0.533823148217161
1982.0,7.68625810189441
1982.0,2.35334410712546
1983.0,1.2487603593770502
1983.0,1.97832295770044
1983.0,-2.30573070895746
1983.0,18.9270015342382
1983.0,2.7534204558429303
1983.0,-1.4491507143692
1983.0,-1.67195071360606
1983.0,-0.8736010520474631
1983.0,5.9939567500690405
1983.0,-1.6740617252490602
1983.0,1.0127668787903699
1983.0,-0.00435728412982419
1983.0,-2.51658074135018
1983.0,1.38593827475094
1983.0,1.41110924207106
1983.0,0.6815983629514081
1983.0,-3.3609148566466405
1983.0,0.6026629338983709
1983.0,-2.02971831803439
1984.0,1.03876035937705
1984.0,6.14382348120354
1984.0,0.40209498814567
1984.0,-5.67975433823551
1984.0,-1.8610174969264701
1984.0,-1.2936274897383
1984.0,-3.2884141451785602
1984.0,-5.26285961887457
1984.0,0.0991611646477715
1984.0,-4.18083883535223
1984.0,2.23195525117221
1984.0,-0.349655104882311
1984.0,-1.38706787649905
1984.0,3.66732977466045
1984.0,4.1155330409365805
1984.0,-1.3752414077587802
1985.0,-1.8560202407061699
1985.0,0.5627338334290289
1985.0,1.83949600689486
