Year,d15N
1850.0,0.5205722326453999
1850.0,2.6644686424327224
1850.0,2.506824364054742
1850.0,-1.6073684210526498
1850.0,1.8190476190476128
1850.0,2.7895104910559665
1850.0,5.0573442949676
1850.0,2.4212684971604714
1850.0,1.0811111111112
1850.0,2.2804761904762154
1850.0,0.6899999999999981
1850.0,5.033774491214759
1850.0,0.6502236908998498
1850.0,1.973737346880123
1850.0,-1.4803233979999426
1850.0,1.4518181818182128
1850.0,-0.05348977451496717
1850.0,2.5219436970603066
1850.0,1.893692666436253
1850.0,-2.5891169275929315
1851.0,2.118585281717155
1851.0,1.4127059410883565
1851.0,2.68884615384615
1851.0,2.3597222710559667
1851.0,-0.5223739598628641
1851.0,1.3471161601878883
1851.0,2.2610653046333464
1851.0,0.15877609108163093
1852.0,0.2817511520737205
1852.0,3.1095635093845493
1852.0,1.2464574424327226
1852.0,1.6280584551148267
1852.0,-1.6857155025553583
1852.0,3.099312451666638
1852.0,1.7096350101878883
1853.0,2.2752995810559664
1853.0,1.9267104971604716
1853.0,-0.6104054054054366
1853.0,2.520986820187888
1854.0,1.247680965147453
1854.0,1.231999999999987
1854.0,1.7873483024327226
1854.0,-0.16168411037106578
1854.0,0.6576180056267849
1854.0,2.331095970187888
1854.0,3.669999999999997
1854.0,1.7733333333333188
1854.0,3.3341300216666383
1854.0,0.9653846153846173
1855.0,1.2410576923076595
1855.0,0.8411111111112
1855.0,-0.273502686858818
1855.0,1.531685017734381
1855.0,1.643864276880123
1855.0,2.530396265094339
1855.0,1.8704761904762155
1855.0,1.8992348910559664
1855.0,3.3144533200199535
1855.0,0.8417511520737204
1855.0,-0.1594277673546003
1855.0,-2.2191169275929314
1856.0,2.1436219071604716
1856.0,0.4402236908998498
1856.0,-0.48122390891836897
1856.0,2.1688243640547418
1856.0,3.012705941088356
1856.0,2.172363636363664
1856.0,1.9993190524327227
1856.0,4.4773442949676
1856.0,0.602623594313556
1856.0,0.8207276022786117
1856.0,2.3110653046333467
1856.0,0.8465102254850327
1856.0,-0.1570592629481924
1856.0,3.426943697060307
1856.0,4.263774491214759
1856.0,2.9399719516666383
1856.0,0.7710049916805025
1856.0,-0.03976651344190596
1856.0,1.988585281717155
1857.0,1.7227147310559665
1857.0,3.1915622116666382
1857.0,0.26262359431355603
1857.0,1.6233209901878882
1857.0,2.1512061206347646
1857.0,1.9446319450943392
1858.0,5.163425364469091
1858.0,4.04999999999996
1858.0,3.50999999999999
1858.0,2.413243395094339
1858.0,0.6726235943135561
1858.0,1.4806283422460078
1858.0,3.230000000000015
1858.0,1.4584281824327228
1858.0,3.023835371666638
1858.0,1.1099999999999803
1858.0,3.159999999999972
1858.0,2.5100000000000042
1858.0,0.24494248655809403
1858.0,2.87884615384615
1858.0,2.93399999999993
1858.0,1.1917511520737205
1858.0,3.359999999999995
1858.0,0.19100499168050256
1858.0,4.070121951219581
1858.0,1.299999999999995
1858.0,-1.213748042876066
1858.0,0.5100000000000189
1858.0,4.450000000000015
1859.0,1.8762105210559663
1859.0,2.310996301666638
1859.0,0.522623594313556
1859.0,1.6664780001878883
1859.0,2.4993324906347647
1859.0,2.166681966880123
1859.0,2.647549125094339
1860.0,3.619943697060307
1860.0,3.853774491214759
1860.0,-1.2851141335637468
1860.0,5.433425364469091
1860.0,-1.171684110371066
1860.0,3.171369863013697
1860.0,2.6815
1860.0,1.3268601324327227
1860.0,1.7376809651474532
1860.0,-2.189116927592931
1860.0,2.1427059410883564
1860.0,1.392623594313556
1860.0,3.1099999999999968
1860.0,-0.623502686858818
1860.0,0.8607276022786118
1860.0,2.6018181818182127
1860.0,2.8604761904762155
1860.0,2.510824364054742
1860.0,1.771705069124427
1860.0,0.0057868865580940065
1860.0,-1.3773684210526498
1860.0,3.7744533200199535
1860.0,2.772245111666638
1860.0,1.9584717832957117
1861.0,1.8190476190476128
1861.0,2.5060272306347646
1861.0,0.6817511520737205
1861.0,5.7173442949676
1861.0,0.252623594313556
1861.0,3.0372968971604717
1861.0,1.5729407370518076
1861.0,0.11877609108163112
1861.0,1.8563688501878883
1861.0,-1.2197763091001501
1861.0,1.4510653046333468
1861.0,1.4427315077343812
1861.0,1.9011111111111998
1861.0,2.6464499816666383
1861.0,1.8128349650943392
1861.0,3.003585281717155
1861.0,1.9606332110559666
1862.0,1.540666666666753
1862.0,2.479035369774904
1862.0,-1.3957155025553583
1862.0,2.218153500634765
1862.0,1.979961366880123
1862.0,1.871999999999987
1862.0,1.622933776558094
1862.0,-0.912373959862864
1862.0,2.3995635093845493
1862.0,1.4326235943135561
1862.0,1.2710576923076595
1862.0,2.054462755094339
1862.0,2.369700691666638
1862.0,0.15100499168050252
1862.0,0.879999999999998
1862.0,1.8623636363636642
1863.0,2.3839551850943392
1863.0,1.8224869910559665
1863.0,2.3680584551148267
1863.0,2.3742529801878884
1863.0,2.211576888661639
1863.0,-0.47737640568644396
1863.0,1.5169028724327227
1863.0,1.5434471533338336
1863.0,1.9873463875759538
1863.0,-0.44548387096775743
1864.0,4.403425364469091
1864.0,0.7905722326453999
1864.0,2.0240060906347646
1864.0,0.871302186558094
1864.0,1.7153846153846173
1864.0,3.459999999999997
1864.0,3.2413698630136967
1864.0,2.8904761904762153
1864.0,4.14012195121958
1864.0,2.034247011666638
1864.0,2.175730730187888
1864.0,1.7317308870648507
1864.0,0.5876180056267848
1864.0,1.7906283422460079
1864.0,-1.257376405686444
1864.0,0.9217511520737205
1865.0,-2.439116927592931
1865.0,0.8383158896289342
1865.0,2.1239423101878883
1865.0,1.8458229924327227
1865.0,2.6867851606347646
1865.0,1.7210049916805024
1865.0,0.8407276022786118
1865.0,-1.197376405686444
1865.0,1.4387475110559664
1865.0,1.7317511520737205
1865.0,2.1350053450943394
1865.0,1.5226463878326901
1865.0,1.417680965147453
1866.0,2.24399999999993
1866.0,-0.3654838709677575
1866.0,-0.25705926294819226
1866.0,-0.687376405686444
1866.0,1.811065304633347
1866.0,2.7671220106347647
1866.0,2.4260413901878883
1866.0,2.1089160771604716
1866.0,3.3873442949676003
1866.0,2.513824364054742
1866.0,0.27910748655809403
1866.0,3.313575464083975
1866.0,3.5209436970603067
1866.0,2.4688461538461497
1866.0,-0.6712239089183689
1866.0,1.4955768886616387
1866.0,1.7155660616666382
1866.0,0.86022369089985
1866.0,3.604453320019953
1866.0,4.143774491214759
1866.0,0.14387539688012285
1866.0,-0.12729405891164358
1866.0,1.191447638603691
1866.0,5.744451474123805
1866.0,-1.6073345979999427
1866.0,0.7617511520737205
1866.0,-1.6325000000000227
1866.0,-0.12350268685881802
1866.0,2.211585281717155
1866.0,0.7965102254850329
1866.0,1.3711111111112
1867.0,0.26262359431355603
1867.0,1.639035369774904
1867.0,2.196671132432723
1867.0,2.5727752301878883
1867.0,1.2834936970648507
1867.0,2.6267567133338336
1867.0,2.684159395094339
1867.0,1.7687634710559665
1868.0,-1.4973764056864438
1868.0,4.340000000000016
1868.0,1.3099999999999952
1868.0,3.74999999999996
1868.0,3.158108974358989
1868.0,1.0510049916805024
1868.0,-0.15999999999998504
1868.0,1.6017050691244268
1868.0,0.36999999999998034
1868.0,1.850628342246008
1868.0,2.6299999999999724
1868.0,2.0007016416666383
1868.0,3.8299999999999956
1868.0,0.5700000000000189
1868.0,3.64999999999999
1868.0,1.3480584551148267
1868.0,1.6663938850943392
1868.0,0.7517511520737205
1868.0,-1.04471027027026
1868.0,1.9771429306347645
1868.0,2.4500000000000037
1868.0,-1.343748042876066
1868.0,1.8908944501878882
1868.0,0.837137086558094
1868.0,1.6706503877343812
1868.0,4.473575464083975
1868.0,3.0513698630136967
1869.0,2.523074205094339
1869.0,-1.867376405686444
1869.0,1.3265000000000002
1869.0,2.4404761904762156
1869.0,0.8476809651474531
1869.0,-1.46471027027026
1869.0,1.5686404033338337
1869.0,0.9935754640839753
1869.0,3.6301219512195804
1869.0,2.089416710187888
1869.0,3.1468848324327228
1870.0,5.13342536446909
1870.0,1.6333333333333186
1870.0,1.2427059410883563
1870.0,2.8595635093845493
