Year,d15N
1418.0,2.118117749999991
1440.0,2.227161311475442
1453.0,3.6093256768342235
1477.0,1.2956069392294725
1479.0,1.1383872124050383
1492.0,0.4747821209388339
1495.0,0.3931030502234458
1505.0,2.0500000000000886
1508.0,1.044272862203456
1508.0,1.6187848546988584
1512.0,0.9620728622034563
1512.0,0.7047821209388339
1515.0,1.1249848546988581
1517.0,1.2463728622034562
1521.0,1.122972862203456
1521.0,1.0156069392294722
1521.0,1.154384854698858
1526.0,1.111172862203456
1527.0,1.016784854698858
1530.0,1.4513728622034563
1532.0,0.6947821209388341
1533.0,0.9282848546988582
1534.0,1.105672862203456
1537.0,2.715242749999991
1538.0,1.1491728622034563
1539.0,0.7790848546988582
1541.0,1.226272862203456
1544.0,1.0913848546988583
1545.0,1.001072862203456
1546.0,0.42230305022344616
1548.0,0.9136728622034561
1550.0,1.025384854698858
1550.0,0.33478212093883375
1552.0,0.9132728622034562
1554.0,0.6656069392294721
1556.0,1.2373848546988582
1556.0,1.010572862203456
1557.0,2.2348373029952366
1559.0,1.4266728622034561
1562.0,0.8019848546988582
1563.0,1.277672862203456
1565.0,0.37320693922947235
1567.0,1.322472862203456
1568.0,0.9251848546988579
1569.0,3.4066456768342235
1569.0,0.804782120938834
1571.0,1.4176728622034562
1574.0,0.990884854698858
1575.0,1.284772862203456
1579.0,0.7198848546988581
1579.0,1.2345728622034562
1583.0,1.1413728622034562
1584.0,0.8256069392294723
1584.0,0.21630305022344576
1585.0,0.9702848546988581
1587.0,1.058172862203456
1587.0,0.6447821209388338
1590.0,1.050384854698858
1591.0,1.366672862203456
1595.0,2.8400000000000887
1595.0,1.4456728622034563
1596.0,0.9686848546988582
1599.0,1.9270728622034565
1602.0,1.121984854698858
1602.0,1.1903872124050388
1603.0,1.8564728622034563
1606.0,0.43478212093883384
1606.0,2.146172862203456
1607.0,1.0105848546988583
1609.0,1.9565728622034562
1611.0,1.8969849029952366
1612.0,1.8050728622034562
1613.0,1.019484854698858
1615.0,1.125606939229472
1616.0,1.7377728622034563
1617.0,1.2108477499999912
1618.0,0.8770848546988581
1619.0,1.9073728622034563
1622.0,1.626072862203456
1623.0,0.7647821209388339
1623.0,1.3470848546988583
1625.0,1.6877728622034565
1628.0,0.3261030502234461
1628.0,2.9128766116344824
1629.0,1.1281848546988582
1629.0,1.810072862203456
1632.0,1.5939728622034561
1635.0,1.1761848546988583
1636.0,1.269672862203456
1639.0,1.233872862203456
1640.0,1.383584854698858
1640.0,0.654782120938834
1643.0,0.6366728622034562
1644.0,1.8877813114754418
1646.0,0.7657848546988582
1647.0,0.7697728622034562
1648.0,1.1856069392294721
1650.0,1.349923725490131
